ID,ementa detalhada,temas,sub_ementas,tokens_temas,tema_principal,similaridade,cluster,Tema_Cluster
6528,"Alteração: Lei nº 11.540, de 12 de novembro de 2007; Lei nº 14.533, de 11 de janeiro de 2023.","Ciência, Tecnologia e Inovação, Direitos Humanos e Minorias, Educação, Finanças Públicas e Orçamento, Trabalho e Emprego","['Alteração: Lei nº 11.540', 'de 12 de novembro de 2007', 'Lei nº 14.533', 'de 11 de janeiro de 2023.']","['Ciência', 'Tecnologia e Inovação', 'Direitos Humanos e Minorias', 'Educação', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Ciência,0.4177453774830391,30,Finanças Públicas e Orçamento
6538,"Altera a Lei nº 8.171, de 17 de janeiro de 1991.","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Meio Ambiente e Desenvolvimento Sustentável","['Altera a Lei nº 8.171', 'de 17 de janeiro de 1991.']","['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Economia', 'Meio Ambiente e Desenvolvimento Sustentável']",Agricultura,0.42549541657385614,36,Finanças Públicas e Orçamento
6626,Altera as Leis nº 9.249 e 9.250 de 1995 e a Medida Provisória nº 2.158-35 de 2001.,"Administração Pública, Finanças Públicas e Orçamento",['Altera as Leis nº 9.249 e 9.250 de 1995 e a Medida Provisória nº 2.158-35 de 2001.'],"['Administração Pública', 'Finanças Públicas e Orçamento']",Administração Pública,0.42734482884407043,26,Direitos Humanos e Minorias
6662,Altera a Lei nº 9.394 de 1996.,"Educação, Trabalho e Emprego",['Altera a Lei nº 9.394 de 1996.'],"['Educação', 'Trabalho e Emprego']",Educação,0.39600956439971924,28,Direitos Humanos e Minorias
6665,Altera a Lei nº 8.078 de 1990.,"Direito e Defesa do Consumidor, Indústria, Comércio e Serviços",['Altera a Lei nº 8.078 de 1990.'],"['Direito e Defesa do Consumidor', 'Indústria', 'Comércio e Serviços']",Direito e Defesa do Consumidor,0.4836379587650299,19,Direito e Defesa do Consumidor
6673,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941.",Direito Penal e Processual Penal,"['Altera o Decreto-Lei nº 3.689', 'de 3 de outubro de 1941.']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4398295452009957,7,Finanças Públicas e Orçamento
6695,Altera a Lei Complementar nº 97 de 1999.,"Administração Pública, Defesa e Segurança",['Altera a Lei Complementar nº 97 de 1999.'],"['Administração Pública', 'Defesa e Segurança']",Administração Pública,0.47294291853904724,39,Direito Penal e Processual Penal
6752,"Altera a Lei nº 8.072, de 25 de Julho de 1990.","Direito Penal e Processual Penal, Direitos Humanos e Minorias","['Altera a Lei nº 8.072', 'de 25 de Julho de 1990.']","['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46304071288217197,34,Direito Penal e Processual Penal
6779,"Altera a Lei nº 6.259, de 30 de outubro de 1975.",Saúde,"['Altera a Lei nº 6.259', 'de 30 de outubro de 1975.']",['Saúde'],Saúde,0.2946367062952207,21,Saúde
6793,Altera as Leis nº 7.713 de 1988 e 8.212 de 1991.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Previdência e Assistência Social, Trabalho e Emprego",['Altera as Leis nº 7.713 de 1988 e 8.212 de 1991.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Previdência e Assistência Social', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4139208197593689,47,Direitos Humanos e Minorias
6806,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940.",Direito Penal e Processual Penal,"['Altera o Decreto-lei nº 2.848', 'de 7 de dezembro de 1940.']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.44005863202942747,7,Finanças Públicas e Orçamento
6807,Altera a Lei nº 12.764 de 2012.,"Direitos Humanos e Minorias, Saúde",['Altera a Lei nº 12.764 de 2012.'],"['Direitos Humanos e Minorias', 'Saúde']",Direitos Humanos e Minorias,0.41274648904800415,47,Direitos Humanos e Minorias
6812,"Altera a Lei nº 9.394, de 20 de dezembro de 1996.",Educação,"['Altera a Lei nº 9.394', 'de 20 de dezembro de 1996.']",['Educação'],Educação,0.32997366025092756,13,Educação
6818,Altera o Decreto-lei nº 5.452 de 1943.,"Direitos Humanos e Minorias, Trabalho e Emprego",['Altera o Decreto-lei nº 5.452 de 1943.'],"['Direitos Humanos e Minorias', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4318040907382965,0,Trabalho e Emprego
6838,Altera o Decreto-Lei no 3.689 de 1941.,Direito Penal e Processual Penal,['Altera o Decreto-Lei no 3.689 de 1941.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4813995659351349,41,Direito Penal e Processual Penal
6901,Altera a Lei nº 7.713 DE 1988.,"Defesa e Segurança, Finanças Públicas e Orçamento",['Altera a Lei nº 7.713 DE 1988.'],"['Defesa e Segurança', 'Finanças Públicas e Orçamento']",Defesa e Segurança,0.409311980009079,6,Finanças Públicas e Orçamento
7125,"Altera as Leis nº 14.705 de 2023, 8.080 de 1990, 8.112 de 1990 e 8.213 de 1991.","Administração Pública, Previdência e Assistência Social, Saúde, Trabalho e Emprego","['Altera as Leis nº 14.705 de 2023', '8.080 de 1990', '8.112 de 1990 e 8.213 de 1991.']","['Administração Pública', 'Previdência e Assistência Social', 'Saúde', 'Trabalho e Emprego']",Administração Pública,0.40758409102757776,6,Finanças Públicas e Orçamento
7149,"Altera a Lei nº 8.078, de 11 de Setembro de 1990.","Ciência, Tecnologia e Inovação, Direito e Defesa do Consumidor, Indústria, Comércio e Serviços","['Altera a Lei nº 8.078', 'de 11 de Setembro de 1990.']","['Ciência', 'Tecnologia e Inovação', 'Direito e Defesa do Consumidor', 'Indústria', 'Comércio e Serviços']",Ciência,0.49846424384320037,10,Direito Civil e Processual Civil
7197,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002 e o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940.","Direito Civil e Processual Civil, Direito Penal e Processual Penal, Direitos Humanos e Minorias","['Altera a Lei nº 10.406', 'de 10 de Janeiro de 2002 e o Decreto-Lei nº 2.848', 'de 7 de Dezembro de 1940.']","['Direito Civil e Processual Civil', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.4962834107379119,27,Direito Civil e Processual Civil
7255,Altera o Decreto-Lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-Lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.48191145062446594,41,Direito Penal e Processual Penal
7267,Altera a Lei nº 7.713 de 1988.,"Finanças Públicas e Orçamento, Saúde",['Altera a Lei nº 7.713 de 1988.'],"['Finanças Públicas e Orçamento', 'Saúde']",Finanças Públicas e Orçamento,0.4182056486606598,30,Finanças Públicas e Orçamento
7270,"Altera a Lei nº 7.713, de 22 de Dezembro de 1988.","Finanças Públicas e Orçamento, Previdência e Assistência Social, Saúde","['Altera a Lei nº 7.713', 'de 22 de Dezembro de 1988.']","['Finanças Públicas e Orçamento', 'Previdência e Assistência Social', 'Saúde']",Finanças Públicas e Orçamento,0.46002533714822,8,Direito Penal e Processual Penal
7281,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002.","Direito Civil e Processual Civil, Direitos Humanos e Minorias","['Altera a Lei nº 10.406', 'de 10 de Janeiro de 2002.']","['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.47205806539413775,39,Direito Penal e Processual Penal
7284,"Altera a Lei nº 8.001, de 13 de Março de 1990 e a Lei nº 12.340, de 1º de Dezembro de 2010.","Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável","['Altera a Lei nº 8.001', 'de 13 de Março de 1990 e a Lei nº 12.340', 'de 1º de Dezembro de 2010.']","['Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.4789729933629091,1,Direito Civil e Processual Civil
7297,"Altera a Lei nº 12.764, de 27 de Dezembro de 2012 e a Lei nº 13.146, de 6 de Julho de 2015.","Direitos Humanos e Minorias, Saúde","['Altera a Lei nº 12.764', 'de 27 de Dezembro de 2012 e a Lei nº 13.146', 'de 6 de Julho de 2015.']","['Direitos Humanos e Minorias', 'Saúde']",Direitos Humanos e Minorias,0.44388503898149256,42,Direitos Humanos e Minorias
7298,"Altera o Decreto-Lei nº 5.452, de 1º de Maio de 1943 e a Lei nº 11.770, de 9 de Setembro de 2008.","Direitos Humanos e Minorias, Previdência e Assistência Social, Trabalho e Emprego","['Altera o Decreto-Lei nº 5.452', 'de 1º de Maio de 1943 e a Lei nº 11.770', 'de 9 de Setembro de 2008.']","['Direitos Humanos e Minorias', 'Previdência e Assistência Social', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4410780745167886,7,Finanças Públicas e Orçamento
7303,Altera a Lei nº 4.737 de 1965.,"Política, Partidos e Eleições",['Altera a Lei nº 4.737 de 1965.'],"['Política', 'Partidos e Eleições']",Política,0.4572760760784149,29,Direitos Humanos e Minorias
7355,Altera o Decreto-lei 2.848 de 1940.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46358513832092285,34,Direito Penal e Processual Penal
7382,Altera a Lei nº 9.394 de 1996.,"Direitos Humanos e Minorias, Educação, Saúde",['Altera a Lei nº 9.394 de 1996.'],"['Direitos Humanos e Minorias', 'Educação', 'Saúde']",Direitos Humanos e Minorias,0.3964778780937195,28,Direitos Humanos e Minorias
7415,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
7432,Altera a Lei nº 10.925 de 2004.,"Agricultura, Pecuária, Pesca e Extrativismo, Finanças Públicas e Orçamento, Indústria, Comércio e Serviços",['Altera a Lei nº 10.925 de 2004.'],"['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços']",Agricultura,0.41786909103393555,30,Finanças Públicas e Orçamento
7477,Altera a Lei nº 8.069 de 1990.,"Administração Pública, Comunicações, Defesa e Segurança, Direitos Humanos e Minorias",['Altera a Lei nº 8.069 de 1990.'],"['Administração Pública', 'Comunicações', 'Defesa e Segurança', 'Direitos Humanos e Minorias']",Administração Pública,0.41592323780059814,30,Finanças Públicas e Orçamento
7493,Altera a Lei nº 13.988 de 2020.,"Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 13.988 de 2020.'],"['Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.4539528489112854,45,Direitos Humanos e Minorias
7514,Altera a Lei nº 13.756 de 2018.,"Defesa e Segurança, Direito Penal e Processual Penal, Esporte e Lazer",['Altera a Lei nº 13.756 de 2018.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal', 'Esporte e Lazer']",Defesa e Segurança,0.4470811188220978,25,Finanças Públicas e Orçamento
7527,Altera a Lei nº 9.503 de 1997.,"Defesa e Segurança, Viação, Transporte e Mobilidade",['Altera a Lei nº 9.503 de 1997.'],"['Defesa e Segurança', 'Viação', 'Transporte e Mobilidade']",Defesa e Segurança,0.38544437289237976,48,Viação
7532,Altera as Leis nº10.169 de 2000 e  6.015 de 1973.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias",['Altera as Leis nº10.169 de 2000 e  6.015 de 1973.'],"['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.47385725378990173,39,Direito Penal e Processual Penal
7558,Altera a Lei nº 9.394 de 1996.,Educação,['Altera a Lei nº 9.394 de 1996.'],['Educação'],Educação,0.30483517050743103,4,Educação
7567,Altera as Leis nº 8.213 de 1991 e 13.146 de 2015.,"Direitos Humanos e Minorias, Previdência e Assistência Social, Trabalho e Emprego",['Altera as Leis nº 8.213 de 1991 e 13.146 de 2015.'],"['Direitos Humanos e Minorias', 'Previdência e Assistência Social', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.42101797461509705,15,Direitos Humanos e Minorias
7595,Altera as Leis nº 8.112 de 1990; 9.962 de 2000 e 11.788 de 2008.,"Direitos Humanos e Minorias, Saúde, Trabalho e Emprego","['Altera as Leis nº 8.112 de 1990', '9.962 de 2000 e 11.788 de 2008.']","['Direitos Humanos e Minorias', 'Saúde', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.3988866060972214,38,Direitos Humanos e Minorias
7597,Altera a Lei nº 9.394 de 1996.,Educação,['Altera a Lei nº 9.394 de 1996.'],['Educação'],Educação,0.30483517050743103,4,Educação
7603,Altera o Decreto-lei nº3.689 de 1941.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei nº3.689 de 1941.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.4739703834056854,39,Direito Penal e Processual Penal
7604,Altera a Lei nº 11.340 de 2006.,"Direito Civil e Processual Civil, Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera a Lei nº 11.340 de 2006.'],"['Direito Civil e Processual Civil', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.5008722543716431,10,Direito Civil e Processual Civil
7608,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
7665,Altera a Lei nº 14.060 de 2020.,"Finanças Públicas e Orçamento, Relações Internacionais e Comércio Exterior",['Altera a Lei nº 14.060 de 2020.'],"['Finanças Públicas e Orçamento', 'Relações Internacionais e Comércio Exterior']",Finanças Públicas e Orçamento,0.44869643449783325,25,Finanças Públicas e Orçamento
7680,Altera a Lei nº 10.048 de 2000.,"Administração Pública, Direitos Humanos e Minorias, Indústria, Comércio e Serviços",['Altera a Lei nº 10.048 de 2000.'],"['Administração Pública', 'Direitos Humanos e Minorias', 'Indústria', 'Comércio e Serviços']",Administração Pública,0.4407840371131897,7,Finanças Públicas e Orçamento
7685,Altera Lei nº 13105 de 2015.,Direito Civil e Processual Civil,['Altera Lei nº 13105 de 2015.'],['Direito Civil e Processual Civil'],Direito Civil e Processual Civil,0.4689899682998657,16,Direito Civil e Processual Civil
7694,Altera a Lei nº 10.826 de 2003.,Defesa e Segurança,['Altera a Lei nº 10.826 de 2003.'],['Defesa e Segurança'],Defesa e Segurança,0.3620843291282654,31,Defesa e Segurança
7721,Altera a Lei nº 9.478 de 1997.,"Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 9.478 de 1997.'],"['Energia', 'Recursos Hídricos e Minerais', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.41274091601371765,47,Direitos Humanos e Minorias
7775,"Altera a Lei nº 10.741 de 2003.

.",Direitos Humanos e Minorias,['Altera a Lei nº 10.741 de 2003.\n\n.'],['Direitos Humanos e Minorias'],Direitos Humanos e Minorias,0.4281441271305084,26,Direitos Humanos e Minorias
7781,Altera a Lei nº 12.764 de 2012.,"Administração Pública, Direitos Humanos e Minorias, Trabalho e Emprego",['Altera a Lei nº 12.764 de 2012.'],"['Administração Pública', 'Direitos Humanos e Minorias', 'Trabalho e Emprego']",Administração Pública,0.44787514209747314,25,Finanças Públicas e Orçamento
7807,Altera as Lei nº 9.394 de 1996; 12.772 de 2012 e 8.745 de 1993.,"Administração Pública, Direitos Humanos e Minorias, Educação, Trabalho e Emprego","['Altera as Lei nº 9.394 de 1996', '12.772 de 2012 e 8.745 de 1993.']","['Administração Pública', 'Direitos Humanos e Minorias', 'Educação', 'Trabalho e Emprego']",Administração Pública,0.38976065594641884,14,Trabalho e Emprego
7825,Altera a Lei nº 9.610 de 1998.,"Arte, Cultura e Religião, Comunicações, Direito Civil e Processual Civil",['Altera a Lei nº 9.610 de 1998.'],"['Arte', 'Cultura e Religião', 'Comunicações', 'Direito Civil e Processual Civil']",Arte,0.44525864720344543,42,Direitos Humanos e Minorias
7830,Altera a Lei nº 11.947 de 2009.,"Administração Pública, Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 11.947 de 2009.'],"['Administração Pública', 'Educação', 'Finanças Públicas e Orçamento']",Administração Pública,0.4464176297187805,25,Finanças Públicas e Orçamento
7849,Altera a Lei nº 8.989 de 1995.,"Finanças Públicas e Orçamento, Trabalho e Emprego, Viação, Transporte e Mobilidade",['Altera a Lei nº 8.989 de 1995.'],"['Finanças Públicas e Orçamento', 'Trabalho e Emprego', 'Viação', 'Transporte e Mobilidade']",Finanças Públicas e Orçamento,0.4253976345062256,36,Finanças Públicas e Orçamento
7859,Altera a Lei nº 11.182 de 2005.,"Direito e Defesa do Consumidor, Direitos Humanos e Minorias, Viação, Transporte e Mobilidade",['Altera a Lei nº 11.182 de 2005.'],"['Direito e Defesa do Consumidor', 'Direitos Humanos e Minorias', 'Viação', 'Transporte e Mobilidade']",Direito e Defesa do Consumidor,0.5086580514907837,32,Direito e Defesa do Consumidor
7860,Altera a Lei nº 14.133 de 2021.,Administração Pública,['Altera a Lei nº 14.133 de 2021.'],['Administração Pública'],Administração Pública,0.4405486285686493,7,Finanças Públicas e Orçamento
7862,Altera o Decreto-Lei nº 3.688 de 1941.,Direito Penal e Processual Penal,['Altera o Decreto-Lei nº 3.688 de 1941.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.48600688576698303,19,Direito e Defesa do Consumidor
7870,Altera a Lei nº 14.597 de 1991.,"Direito Penal e Processual Penal, Esporte e Lazer",['Altera a Lei nº 14.597 de 1991.'],"['Direito Penal e Processual Penal', 'Esporte e Lazer']",Direito Penal e Processual Penal,0.45383134484291077,45,Direitos Humanos e Minorias
7880,Altera as Leis nº 8.248 de 1991 e 11.540 de 2007.,"Ciência, Tecnologia e Inovação, Finanças Públicas e Orçamento",['Altera as Leis nº 8.248 de 1991 e 11.540 de 2007.'],"['Ciência', 'Tecnologia e Inovação', 'Finanças Públicas e Orçamento']",Ciência,0.42538636922836304,36,Finanças Públicas e Orçamento
7887,Altera a Lei nº 12.764 de 2012.,"Direitos Humanos e Minorias, Meio Ambiente e Desenvolvimento Sustentável, Saúde",['Altera a Lei nº 12.764 de 2012.'],"['Direitos Humanos e Minorias', 'Meio Ambiente e Desenvolvimento Sustentável', 'Saúde']",Direitos Humanos e Minorias,0.436628520488739,35,Direitos Humanos e Minorias
7902,"Alteração, Legislação Tributária Federal, incidência, contribuição social, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), receita, Entidade Aberta de Previdência Complementar (EAPC). _ Entidade Fechada de Previdência Complementar (EFPC), Isenção, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), fator gerador. _Alíquota, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), base de cálculo, folha de pagamento, Entidade Fechada de Previdência Complementar (EFPC).","Finanças Públicas e Orçamento, Previdência e Assistência Social","['Alteração', 'Legislação Tributária Federal', 'incidência', 'contribuição social', 'Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep)', 'Contribuição para Financiamento da Seguridade Social (Cofins)', 'receita', 'Entidade Aberta de Previdência Complementar (EAPC). _ Entidade Fechada de Previdência Complementar (EFPC)', 'Isenção', 'Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep)', 'Contribuição para Financiamento da Seguridade Social (Cofins)', 'fator gerador. _Alíquota', 'Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep)', 'base de cálculo', 'folha de pagamento', 'Entidade Fechada de Previdência Complementar (EFPC).']","['Finanças Públicas e Orçamento', 'Previdência e Assistência Social']",Finanças Públicas e Orçamento,0.6317527855454893,11,Finanças Públicas e Orçamento
7928,"Altera a Lei nº 14.597, de 14 de junho de 2023.","Direito Penal e Processual Penal, Esporte e Lazer","['Altera a Lei nº 14.597', 'de 14 de junho de 2023.']","['Direito Penal e Processual Penal', 'Esporte e Lazer']",Direito Penal e Processual Penal,0.4499099744690789,12,Direito Penal e Processual Penal
7969,"Alteração, Lei dos Crimes Ambientais, tipicidade penal, prática, abuso, maus-tratos¸ ferimento, mutilação, contra, animal silvestre, animal doméstico, animal exótico.","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável","['Alteração', 'Lei dos Crimes Ambientais', 'tipicidade penal', 'prática', 'abuso', 'maus-tratos¸ ferimento', 'mutilação', 'contra', 'animal silvestre', 'animal doméstico', 'animal exótico.']","['Direito Penal e Processual Penal', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito Penal e Processual Penal,0.42973753585390845,0,Trabalho e Emprego
7998,Altera a Lei nº 9.394 de 1996.,"Educação, Saúde",['Altera a Lei nº 9.394 de 1996.'],"['Educação', 'Saúde']",Educação,0.30483517050743103,4,Educação
8025,Altera a Lei nº10.826 de 2003.,Defesa e Segurança,['Altera a Lei nº10.826 de 2003.'],['Defesa e Segurança'],Defesa e Segurança,0.3825344443321228,48,Viação
8026,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
8037,Altera o Decreto-lei 2.848 de 1940.,"Arte, Cultura e Religião, Direito Penal e Processual Penal",['Altera o Decreto-lei 2.848 de 1940.'],"['Arte', 'Cultura e Religião', 'Direito Penal e Processual Penal']",Arte,0.46358513832092285,34,Direito Penal e Processual Penal
8047,Altera a Lei nº 8.069 de 1990.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera a Lei nº 8.069 de 1990.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.4825565218925476,41,Direito Penal e Processual Penal
8084,"Altera a Lei nº 9.434, de 4 de fevereiro de 1997.","Direito Civil e Processual Civil, Saúde","['Altera a Lei nº 9.434', 'de 4 de fevereiro de 1997.']","['Direito Civil e Processual Civil', 'Saúde']",Direito Civil e Processual Civil,0.4160818368830579,30,Finanças Públicas e Orçamento
8086,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
8105,Altera a Lei nº 10.741 de 2003.,"Administração Pública, Direitos Humanos e Minorias",['Altera a Lei nº 10.741 de 2003.'],"['Administração Pública', 'Direitos Humanos e Minorias']",Administração Pública,0.42664191126823425,26,Direitos Humanos e Minorias
8138,"Altera a Lei nº 9.427, de 26 de dezembro de 1996.","Administração Pública, Energia, Recursos Hídricos e Minerais","['Altera a Lei nº 9.427', 'de 26 de dezembro de 1996.']","['Administração Pública', 'Energia', 'Recursos Hídricos e Minerais']",Administração Pública,0.40883353035500714,6,Finanças Públicas e Orçamento
8159,Altera o Decreto-lei nº 5.452 de 1943.,Trabalho e Emprego,['Altera o Decreto-lei nº 5.452 de 1943.'],['Trabalho e Emprego'],Trabalho e Emprego,0.4318040609359741,0,Trabalho e Emprego
8191,Altera a Lei nº 8.987 de 1995.,"Administração Pública, Direito e Defesa do Consumidor",['Altera a Lei nº 8.987 de 1995.'],"['Administração Pública', 'Direito e Defesa do Consumidor']",Administração Pública,0.493565171957016,27,Direito Civil e Processual Civil
8192,Altera o Decreto-lei nº 2.848 de 1940.,"Administração Pública, Direito Penal e Processual Penal, Estrutura Fundiária",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Administração Pública', 'Direito Penal e Processual Penal', 'Estrutura Fundiária']",Administração Pública,0.4605071544647217,8,Direito Penal e Processual Penal
8197,Altera a Lei nº 13.105 de  2015 e o Decreto-lei nº 3.689 de 1941.,"Direito Civil e Processual Civil, Direito Penal e Processual Penal",['Altera a Lei nº 13.105 de  2015 e o Decreto-lei nº 3.689 de 1941.'],"['Direito Civil e Processual Civil', 'Direito Penal e Processual Penal']",Direito Civil e Processual Civil,0.4890132248401642,49,Direito Civil e Processual Civil
8212,Altera a Lei nº  10.826 de 2003.,Defesa e Segurança,['Altera a Lei nº  10.826 de 2003.'],['Defesa e Segurança'],Defesa e Segurança,0.3620843291282654,31,Defesa e Segurança
8221,Altera a Lei nº 7.797 de 1989.,"Cidades e Desenvolvimento Urbano, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 7.797 de 1989.'],"['Cidades e Desenvolvimento Urbano', 'Energia', 'Recursos Hídricos e Minerais', 'Meio Ambiente e Desenvolvimento Sustentável']",Cidades e Desenvolvimento Urbano,0.4224827289581299,15,Direitos Humanos e Minorias
8248,Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 8.072 de 1990..,"Defesa e Segurança, Direito Penal e Processual Penal",['Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 8.072 de 1990..'],"['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.4829898178577423,41,Direito Penal e Processual Penal
8266,Altera a Lei nº 9.099 de 1995.,"Direito Civil e Processual Civil, Direito Penal e Processual Penal",['Altera a Lei nº 9.099 de 1995.'],"['Direito Civil e Processual Civil', 'Direito Penal e Processual Penal']",Direito Civil e Processual Civil,0.44290196895599365,43,Meio Ambiente e Desenvolvimento Sustentável
8294,Altera a Lei nº 9.472 de 1997.,"Comunicações, Direito e Defesa do Consumidor",['Altera a Lei nº 9.472 de 1997.'],"['Comunicações', 'Direito e Defesa do Consumidor']",Comunicações,0.484161913394928,19,Direito e Defesa do Consumidor
8298,Altera a Lei nº 9.394 de 1996.,Educação,['Altera a Lei nº 9.394 de 1996.'],['Educação'],Educação,0.30483517050743103,4,Educação
8337,"Altera a Lei nº 13.033, de 24 de setembro de 2014, Lei nº 8.171, de 17 de janeiro de 1997, Lei nº 9.478, de 6 de agosto de 1997, Lei nº 9.847, de 26 de outubro de 1999, Lei nº 8.723, de 28 de outubro de 1993.","Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável","['Altera a Lei nº 13.033', 'de 24 de setembro de 2014', 'Lei nº 8.171', 'de 17 de janeiro de 1997', 'Lei nº 9.478', 'de 6 de agosto de 1997', 'Lei nº 9.847', 'de 26 de outubro de 1999', 'Lei nº 8.723', 'de 28 de outubro de 1993.']","['Energia', 'Recursos Hídricos e Minerais', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.3866256641714197,48,Viação
8341,Altera a Lei nº 10.233 de 2001.,"Administração Pública, Comunicações, Viação, Transporte e Mobilidade",['Altera a Lei nº 10.233 de 2001.'],"['Administração Pública', 'Comunicações', 'Viação', 'Transporte e Mobilidade']",Administração Pública,0.4269903302192688,26,Direitos Humanos e Minorias
